GBR_NAME,LABEL_ID,X_COORD,Y_COORD
U/N Reef,19-305,149.26469421,-19.655653
U/N Reef,19-306,149.27871704,-19.21601295
U/N Reef,19-307,149.28038025,-19.35026932
U/N Reef,20-027,148.60585022,-20.13317299
Hook Island Reef (No 1),20-028a,148.94364929,-20.11535072
U/N Rock,20-028a,148.96418762,-20.06087875
Hook Island Reef (No 2),20-028b,148.92883301,-20.16004562
U/N Rock,20-028b,148.96450806,-20.06072426
Hook Island Reef (No 3),20-028c,148.92100525,-20.1589241
U/N Rock,20-028c,148.96492004,-20.06019402
Hook Island Reef (No 4),20-028d,148.90341187,-20.15073013
U/N Rock,20-028d,148.92298889,-20.06107903
Hook Island Reef (No 5),20-028e,148.89726257,-20.1150074
Hook Island Reef (No 6),20-028f,148.90800476,-20.07657051
U/N Reef,20-046,148.79504395,-20.28438187
Low Rock Reef,20-047,148.80155945,-20.28759575
Low Rock,20-047,148.80184937,-20.28762245
Border Island Reef (No 2),20-067b,149.03865051,-20.16909027
U/N Rock,20-067b,149.03926086,-20.16993141
Border Island Reef (No 3),20-067c,149.03349304,-20.1568203
U/N Reef,19-308,149.28742981,-19.4111557
U/N Reef,19-309,149.3510437,-19.39413071
U/N Reef,19-310,149.35316467,-19.25749779
U/N Reef,19-311,149.37947083,-19.33300209
U/N Reef,19-312,147.55705261,-19.02228546
Hook Island Reef (No 7),20-028g,148.92481995,-20.07283401
Hook Island Reef (No 9),20-028h,148.95826721,-20.06318474
Hook Island Reef (No 8),20-028j,148.93867493,-20.06734848
Hook Island Reef (No 10),20-028i,148.95419312,-20.08506966
Hook Island Reef (No 11),20-028l,148.95611572,-20.10394287
Low Island Reef,20-029,148.57978821,-20.14570808
Shute Reef,20-048,148.80102539,-20.29733086
Dumbell Reef (No 1),20-068a,149.00721741,-20.17323875
Dumbell Reef (No 2),20-068b,149.00930786,-20.17479134
Petrel Reef,20-069,149.11491394,-20.19784927
U/N Rock,20-069,149.11398315,-20.19409943
Sand Island,19-802,147.37013245,-19.3511219
U/N Reef,20-001,148.25028992,-20.02507591
North Head Reef,20-002,148.27438354,-20.02167892
Gloucester Reef (No 1),20-003a,148.4488678,-20.03830528
Grassy Reef,20-030,148.60662842,-20.14949417
Roseric Shoal,20-031,148.70889282,-20.18407631
Pioneer Rocks Reef,20-032,148.75732422,-20.22656441
Pioneer Rocks,20-032,148.75709534,-20.22584343
North Molle Reef,20-033,148.82090759,-20.23189163
Repair Reef,20-049a,148.79159546,-20.29678726
Tancred Reef,20-049b,148.79595947,-20.29909706
Alert Bank,20-050,148.84660339,-20.30469131
Esk Island Reef,20-070,149.0413208,-20.23356819
Gloucester Reef (No 2),20-003b,148.46907043,-19.99414444
Gloucester Reef (No 3),20-003c,148.47633362,-19.99939156
Gloucester Reef (No 4),20-003d,148.47612,-20.00348282
Gloucester Reef (No 5),20-003e,148.47497559,-20.01872063
Gloucester Reef (No 6),20-003f,148.47555542,-20.02669525
Gloucester Reef (No 7),20-003g,148.4756012,-20.03020859
Mid Molle Reef,20-034,148.83024597,-20.24907303
Daydream Reef (No 1),20-035a,148.81378174,-20.25341225
White Rock Reef,20-051,148.80989075,-20.30286217
U/N Reef,20-052,148.78392029,-20.30244064
Henning Reef,20-053,148.92999268,-20.32267761
U/N Rock,20-053,148.91960144,-20.31127167
Ireby Reef,20-071,149.14250183,-20.22736168
Sillago Reef,20-072,149.16030884,-20.2368145
Gloucester Reef (No 8),20-003h,148.47570801,-20.04196358
Daydream Reef (No 2),20-035b,148.81378174,-20.2606411
Daydream Reef (No 3),20-035c,148.81478882,-20.25654411
Daydream Reef (No 4),20-035d,148.81532288,-20.25338173
Conder Shoal,20-036,148.91166687,-20.24215126
Ross Islet Reef,20-037,148.92556763,-20.26183891
Ross Islet,20-037,148.92572021,-20.26091766
U/N Reef,20-038,148.74642944,-20.25092316
Hill Rock Reef,20-039,148.91085815,-20.26172447
Hill Rock,20-039,148.90635681,-20.25865936
Cid Reef,20-040,148.91755676,-20.26990128
East Rocks Reef,20-054,148.86065674,-20.33601952
East Rock,20-054,148.8605957,-20.33572578
Wirrainbeia Reef,20-073,149.14204407,-20.23366547
Harold Reef,20-074,149.15301514,-20.24010658
Stone Reef,20-004,148.28443909,-20.03719139
U/N Reef,20-005,148.26647949,-20.06920052
Black Currant-Manta Ray Reef (No 2),20-010b,148.44236755,-20.06514931
Chyebassa Shoal,20-007,148.33752441,-20.07639503
Winter Shoal,20-008,148.30184937,-20.07342529
U/N Rock,20-041,148.91142273,-20.29122162
Whitsunday Island Reef (No 1),20-041a,148.98013306,-20.19519615
Whitsunday Island Reef (No 2),20-041b,148.99261475,-20.22229195
Whitsunday Island Reef (No 3),20-041c,148.99784851,-20.24028397
Whitsunday Island Reef (No 4),20-041d,149.01274109,-20.24419212
Perseverance Reef,20-055,148.99220276,-20.35527611
Young Island Reef,20-056,148.99694824,-20.35725975
U/N Rock,20-075,149.18482971,-20.25498009
Edward Island Reef,20-075a,149.17373657,-20.24800873
Thomas Reef,20-009,148.29556274,-20.08224487
Poole Reef,20-011,148.30851746,-20.10821152
Whitsunday Island Reef (No 5),20-041e,149.05473328,-20.30198097
Whitsunday Island Reef (No 6),20-041f,149.04536438,-20.31279182
Whitsunday Island Reef (No 7),20-041g,149.04203796,-20.30731583
Hamilton Island Reef (No 1),20-057a,148.96455383,-20.34486198
Hamilton island Reef (No 2),20-057b,148.96372986,-20.36150932
U/N Reef,20-075b,149.18463135,-20.25502205
Lagoon Rock Reef,20-076,149.04193115,-20.2667141
Lagoon Rock,20-076,149.04208374,-20.26567841
U/N Reef,20-077,149.08009338,-20.26204109
Haslewood Island Reef (No 1),20-078a,149.09307861,-20.26375389
Eshelby Reef,20-012,148.62390137,-20.01794243
U/N Reef,20-013,148.62631226,-20.02226257
Whitsunday Island Reef (No 8),20-041h,148.98327637,-20.31527519
Whitsunday Island Reef (No 9),20-041j,148.9546051,-20.31395149
Whitsunday Island Reef (No 10),20-041k,148.95071411,-20.29681396
Hamilton Island Reef (No 3),20-057c,148.94784546,-20.33783913
Hamilton Island Reef (No 4),20-057d,148.94662476,-20.35720634
Hamilton Island Reef (No 5),20-057e,148.94903564,-20.36409378
Haslewood Island Reef (No 2),20-078b,149.07511902,-20.27492523
Haslewood Island Reef (No 3),20-078c,149.07316589,-20.29553604
Hayman Island Reef,20-014,148.89082336,-20.06110573
Saddleback Island Reef (No 1),20-015a,148.53865051,-20.06451797
Saddleback Island Reef (No 2),20-015b,148.54428101,-20.06041527
U/N Reef,19-130,149.33648682,-19.74901962
U/N Reef,19-131a,149.36825562,-19.76073265
U/N Reef,19-131b,149.36654663,-19.76760483
U/N Reef,19-131c,149.37147522,-19.76841354
U/N Reef,19-131d,149.37661743,-19.75582695
U/N Reef,19-131e,149.37753296,-19.75484848
U/N Reef,19-131f,149.37763977,-19.75631523
U/N Reef,19-131g,149.3795929,-19.75565338
U/N Reef,19-132,149.39979553,-19.75977516
Sinker Reef,19-133,149.19891357,-19.71930695
Circular Quay Reef,19-134,149.48550415,-19.74379349
Hardy Reef,19-135,149.23330688,-19.76042366
U/N Reef,19-227,150.34483337,-19.9741745
U/N Reef,19-228,150.23931885,-19.9932003
Thompson Shoal,19-229,150.32232666,-19.9044075
Blossom Bank (West),19-230,150.34951782,-19.79316902
Marilyn Shoal,19-231,150.3888855,-19.8113327
Ferris Shoal,19-232,150.37007141,-19.8595829
Maschke Shoal,19-233,150.35675049,-19.88422775
Blossom Bank (East),19-234,150.36332703,-19.79660225
U/N Reef,19-235,150.34358215,-19.85396385
U/N Reef,19-236,149.41110229,-19.43678665
U/N Reef,19-237,149.41893005,-19.48898888
U/N Reef,19-238,149.51867676,-19.48023605
Wheeler Reef,18-095,147.52622986,-18.79788971
Davies Reef,18-096,147.64483643,-18.8224926
U/N Reef,18-097,148.0166626,-18.7971859
U/N Reef,18-098,147.97666931,-18.8237896
Saville-Kent Reef,18-099,147.88334656,-18.85930061
(Big) Broadhurst Reef (No 1),18-100a,147.74226379,-18.90699196
U/N Reef,19-053,148.81947327,-19.12701416
Tiger Reef,19-054,148.54875183,-19.20061874
U/N Reef,19-055,148.87086487,-19.14626694
U/N Reef,19-056,148.92875671,-19.1659832
U/N Reef,19-057,148.59382629,-19.19772339
U/N Reef,19-058,148.95988464,-19.19041443
U/N Reef,19-059,148.88011169,-19.18770027
U/N Reef,19-060,148.61181641,-19.2031517
Jacqueline Reef,19-061,148.90376282,-19.21391678
Hook Reef,19-136a,149.18539429,-19.79242516
Barb Reef,19-136b,149.11845398,-19.80438423
U/N Reef,19-136c,149.12548828,-19.7527504
Bait Reef,19-137,149.07359314,-19.80712891
U/N Reef,19-138,149.42539978,-19.80061722
U/N Reef,19-139,149.58778381,-19.51589012
Gable Reef,19-140,149.74319458,-19.52979279
Stucco Reef,19-141,149.59751892,-19.55791283
U/N Reef,19-239,149.52593994,-19.3914299
U/N Reef,19-240,149.53842163,-19.53556633
U/N Reef,19-241,149.55230713,-19.33899498
U/N Reef,19-242,149.57891846,-19.42103958
U/N Reef,19-243,149.64784241,-19.76291084
U/N Reef,19-244,149.65208435,-19.49703407
U/N Reef,19-245,149.65914917,-19.78281212
U/N Reef,19-246,149.66798401,-19.81144524
U/N Reef,19-247,149.67152405,-19.53846359
(Big) Broadhurst Reef (No 2),18-100b,147.6938324,-18.8633194
Judith Wright Reef,18-101,147.95126343,-18.89966774
U/N Reef,18-102,147.92066956,-18.89479446
U/N Reef,18-103,147.89230347,-18.90571022
U/N Reef,18-104,147.8682251,-18.90539932
Banfield Reef (North),18-105a,147.89686584,-18.9248848
Banfield Reef (South),18-105b,147.90930176,-18.93882942
(Little) Broadhurst Reef,18-106,147.69447327,-18.95594597
U/N Reef,19-062,148.81642151,-19.20934486
Kangaroo Reef (East),19-063a,148.61715698,-19.26265907
Kangaroo Reef (West),19-063b,148.55070496,-19.25987816
U/N Reef,19-064,148.98477173,-19.27558517
U/N Reef,19-065,148.63209534,-19.31987572
U/N Reef,19-066,148.63243103,-19.34154129
Lath Reef,19-142,149.66111755,-19.57308006
U/N Reef,19-143,149.70823669,-19.5850811
U/N Reef,19-144,149.56803894,-19.5813427
U/N Reef,19-145,149.50488281,-19.58831215
Rafter Reef,19-146,149.6325531,-19.61058044
Plaster Reef,19-147,149.66975403,-19.62962532
Eave Reef,19-148,149.76974487,-19.60277557
Brick Reef,19-149,149.72477722,-19.60995483
U/N Reef,19-150,149.72479248,-19.62449837
U/N Reef,19-248,149.67947388,-19.97695732
U/N Reef,19-249,149.68495178,-19.56377029
U/N Reef,19-250,149.70014954,-19.50313568
U/N Reef,19-251,149.7013092,-19.54587936
U/N Reef,19-252,149.70855713,-19.65945053
U/N Reef,19-253,149.75471497,-19.71500969
U/N Reef,19-254,149.76200867,-19.79163742
U/N Reef,18-107,148.03285217,-18.81633377
U/N Reef,18-108,148.12889099,-18.83682823
U/N Reef,18-109,148.07098389,-18.83655357
U/N Reef,18-110,148.16461182,-18.85705757
Eagle Reef,18-111,148.07872009,-18.8542881
Viper Reef,18-112,148.15063477,-18.87314415
U/N Reef,18-113,148.19631958,-18.88841629
U/N Reef,18-114,148.245224,-18.89240456
Jupiter Reef,18-115,148.25306702,-18.92404175
U/N Reef,18-116,148.31797791,-18.93338776
U/N Reef,18-117,148.2897644,-18.95526123
U/N Reef,19-067,148.63449097,-19.3591938
U/N Reef,19-068,148.68278503,-19.35120201
U/N Reef,19-069,148.98989868,-19.34318352
U/N Reef,19-070,148.727005,-19.35190201
Wallaby Reef,19-071,148.65942383,-19.42391014
Tile Reef,19-151,149.84999084,-19.61589622
Reimer Reef,19-152,149.87913513,-19.63298798
U/N Reef,19-153,149.75926208,-19.6398983
U/N Reef,19-154,149.8429718,-19.64156151
U/N Reef,19-155,149.71958923,-19.65496635
Girder Reef,19-156,149.75398254,-19.66420555
Little Reef,19-157,149.57910156,-19.66706085
U/N Reef,19-158,149.69174194,-19.67049789
U/N Reef,19-255,149.762146,-19.78988457
U/N Reef,19-256,149.76325989,-19.79142189
U/N Reef,19-257,149.76641846,-19.72271729
U/N Reef,19-258,149.77563477,-19.72782707
U/N Reef,19-259,149.79785156,-19.5679512
U/N Reef,19-260,149.83598328,-19.95151711
U/N Reef,19-261,149.84414673,-19.93984032
U/N Reef,19-262,149.87124634,-19.60515594
U/N Reef,19-263,149.88063049,-19.62174797
U/N Reef,19-264,149.90777588,-19.67838669
U/N Reef,19-265,149.918396,-19.65096664
U/N Reef,19-266,149.94993591,-19.66402626
Shrimp Reef,18-118,148.05303955,-18.96915054
Lion Reef,18-119,148.37664795,-18.95051575
Jaguar Reef,18-120,148.42677307,-18.9756794
Hall Reef (North),18-121a,147.51361084,-18.63195801
Hall Reef (South),18-121b,147.48963928,-18.67331696
U/N Reef,18-122,148.54544067,-18.92514992
U/N Reef,18-123,148.48419189,-18.98755074
U/N Reef,18-124,147.39006042,-18.3849144
Gould Reef (No 1),19-072a,148.77920532,-19.37535858
Gould Reef (No 2),19-072b,148.72174072,-19.4563446
Gould Reef (No 3),19-072c,148.73600769,-19.50256348
Gould Reef (No 4),19-072d,148.78492737,-19.49802017
Slate Reef,19-159,149.92649841,-19.66704559
U/N Reef,19-160,149.95227051,-19.65864372
U/N Reef,19-161,149.65237427,-19.6830101
U/N Reef,19-162,149.52592468,-19.68199158
U/N Reef,19-163,149.53811646,-19.69139862
U/N Reef,19-164,149.72843933,-19.68892097
U/N Cay,19-165,149.77804565,-19.6907692
Rib Reef,18-032,146.8711853,-18.48267555
Pith Reef,18-033,147.01611328,-18.20892143
Myrmidon Reef,18-034,147.38424683,-18.26569939
Thread Shoal,18-035,147.17472839,-18.34340477
Urchin Shoal,18-036,147.08123779,-18.34713173
U/N Reef,18-125,147.41734314,-18.54785347
U/N Reef,18-126,147.44174194,-18.55168343
U/N Reef,18-127,147.47769165,-18.56454659
U/N Reef,18-128,147.58180237,-18.42511177
U/N Reef,18-129,147.80171204,-18.49124527
U/N Reef,18-130,148.09921265,-18.82547188
U/N Reef,18-131,148.12013245,-18.78942108
U/N Reef,18-132,148.18132019,-18.82021141
U/N Reef,18-133,148.245224,-18.84744453
U/N Reef,18-134,148.29475403,-18.87655067
Gould Reef (No 5),19-072e,148.7893219,-19.4530983
U/N Reef,19-073,148.99861145,-19.41063881
Cobham Reef (North),19-074a,148.87091064,-19.39793015
Cobham Reef (South),19-074b,148.85443115,-19.43570137
U/N Reef,19-165,149.80114746,-19.69753647
U/N Reef,19-166,149.90956116,-19.69875526
Thatch Reef,19-167,149.97798157,-19.69270134
U/N Reef,19-168,149.61073303,-19.71202278
U/N Reef,19-169,149.61276245,-19.72046471
U/N Reef,19-170,149.68640137,-19.70529366
U/N Reef,19-171,149.74281311,-19.70845795
U/N Reef,19-172,149.75904846,-19.71062469
Needle Reef,18-037,147.2053833,-18.36123848
Thimble Shoal,18-038,147.2587738,-18.37366486
Dip Reef,18-039,147.44873047,-18.41375351
Arab Reef,18-040,147.13941956,-18.41486359
Faraday Reef,18-041,147.34922791,-18.42234421
Roxburgh Reef,18-042,147.05809021,-18.43182755
Fore And Aft Reef,18-043,147.03765869,-18.50482941
U/N Reef,18-135,148.39254761,-18.87726212
U/N Reef,18-136,148.44256592,-18.89353371
U/N Reef,18-137,148.48335266,-18.90562248
U/N Reef,18-138,146.9695282,-18.15676689
U/N Reef,18-139,146.97866821,-18.14605331
U/N Reef,18-800,146.34620667,-18.93754005
Bramble Rock Reef,19-001,146.62770081,-19.0226078
Martin Reef,19-075,148.82408142,-19.4805069
Showers Reef,19-076,148.89859009,-19.49141884
U/N Reef,19-077,149.02012634,-19.20467186
U/N Reef,19-078,149.09428406,-19.22669411
U/N Reef,19-079,149.09663391,-19.27848244
U/N Reef,19-080,149.06382751,-19.28318977
U/N Reef,19-173,149.76667786,-19.7116375
U/N Reef,19-174,149.807724,-19.71658516
U/N Reef,19-175,149.92483521,-19.70869827
U/N Reef,19-176,149.97590637,-19.71895981
Crab Reef,19-177,149.70863342,-19.7245388
U/N Cay,19-178,149.95875549,-19.73582268
U/N Reef,19-178,149.96109009,-19.73672485
Howse Reef,19-179,149.78657532,-19.74257851
Westmoreland Reef,18-044,147.10232544,-18.49254036
Cotton Shoal,18-045,147.3999939,-18.47879601
Coil Reef,18-046,147.5223999,-18.43486214
Pelorus (North Palm or Yanooa) Reef,18-048,146.48890686,-18.5564518
Orpheus (Goolboddi) Island Reef (No 1),18-049a,146.48745728,-18.60209465
Bramble Rock,19-001,146.62710571,-19.0225544
Herald Island Reef,19-002,146.62962341,-19.0282917
Rattlesnake Island Reef,19-003,146.60942078,-19.03806686
Lorne Reef,19-004,146.5867157,-19.03454971
Paluma Shoals,19-005,146.56114197,-19.09809113
Orchard Rocks Reef,19-006,146.88076782,-19.10871315
Orchard Rocks,19-006,146.88098145,-19.10872459
Bay Rock,19-007,146.75378418,-19.11719322
Burdekin Rock,19-008,146.70959473,-19.12817764
White Rock,19-009,146.83244324,-19.10402489
Ellen Reef,19-081,149.24351501,-19.31081772
Elizabeth Reef,19-082,149.04302979,-19.32583809
U/N Reef,19-083,149.18797302,-19.33321953
U/N Reef,19-084,149.21507263,-19.34224129
U/N Reef,19-085,149.15846252,-19.35162735
U/N Reef,19-086,149.02552795,-19.35000229
U/N Reef,19-087,149.03140259,-19.37111664
U/N Reef,19-088,149.09709167,-19.35921288
U/N Reef,19-089,149.11444092,-19.36029816
Gargoyle Reef,19-180,149.68336487,-19.74087906
U/N Reef,19-181,149.61726379,-19.75793076
U/N Reef,19-182,149.72958374,-19.75511932
U/N Reef,19-183,149.65403748,-19.75805664
U/N Reef,19-184,149.65615845,-19.76452446
U/N Reef,19-185,149.65937805,-19.76601601
U/N Reef,19-186,149.72521973,-19.76840973
Hewitt Reef,19-187,149.62379456,-19.78406334
U/N Reef,19-188,149.76205444,-19.78318405
Orpheus (Goolboddi) Island Reef (No 2),18-049b,146.49493408,-18.63393593
Orpheus (Goolboddi) Island Reef (No 3),18-049c,146.489151,-18.65820313
Orpheus (Goolboddi) Island Reef (No 4),18-049d,146.50602722,-18.63929176
Orpheus (Goolboddi) Island Reef (No 5),18-049e,146.49836731,-18.59331703
Lady Elliot Reef,18-050,146.33102417,-18.6824894
Pandora Reef,18-051,146.43373108,-18.81227303
U/N Rock,18-051,146.43014526,-18.81348801
Curacoa (Noogoo) Reef (No 1),18-052a,146.56321716,-18.66501045
Cockle Bay Reef,19-009a,146.80999756,-19.16818237
Magnetic Island Reef (No 1),19-009b,146.85035706,-19.16638565
Magnetic Island Reef (No 2),19-009c,146.86457825,-19.15415764
Magnetic Island Reef (No 3),19-009d,146.88096619,-19.12154007
Magnetic Island Reef (No 4),19-009e,146.88215637,-19.11715317
Magnetic Island Reef (No 5),19-009f,146.86222839,-19.11130142
U/N Reef,19-090,149.07164001,-19.37266159
Eulalie Reef,19-091,149.41616821,-19.34141922
U/N Reef,19-092,149.18487549,-19.36894798
U/N Reef,19-093,149.03660583,-19.39489746
U/N Reef,19-094,149.45074463,-19.44294167
U/N Reef,19-095,149.22598267,-19.45908928
U/N Reef,19-189,149.69541931,-19.79045868
U/N Reef,19-190,149.70526123,-19.8054924
U/N Reef,19-191,149.72145081,-19.8028698
U/N Reef,19-192,149.61602783,-19.81798172
U/N Reef,19-193,149.73262024,-19.83778763
Curacoa (Noogoo) Reef (No 2),18-052b,146.55496216,-18.67755318
Fantome (Eumilli) Island Reef,18-053,146.51159668,-18.67670441
Great Palm Island Reef (No 1),18-054a,146.57614136,-18.71694756
Magnetic Island Reef (No 6),19-009g,146.81520081,-19.11626816
Magnetic Island Reef (No 7),19-009h,146.83276367,-19.10866547
Magnetic Island Reef (No 8),19-009j,146.78871155,-19.11935616
U/N Reef,19-010,146.83479309,-19.18525124
Middle Reef,19-011,146.81465149,-19.19767761
Virago Shoal,19-012,146.79325867,-19.20972633
Salamander Reef,19-013,147.06556702,-19.17939186
Four Foot Rock,19-014,147.04693604,-19.18869019
Kennedy Reef,19-096,149.15634155,-19.45158958
Net Reef,19-097,149.05377197,-19.49880409
U/N Reef,19-194,149.77648926,-19.82637787
Napier Reef,19-195,149.89492798,-19.84568024
U/N Reef,19-196,149.59968567,-19.85923386
Ross Reef,19-197,149.58132935,-19.87267685
U/N Reef,19-198,149.71878052,-19.87999916
U/N Reef,19-199,149.69760132,-19.89555359
Great Palm Island Reef (No 2),18-054b,146.6103363,-18.76537895
Great Palm Island Reef (No 3),18-054c,146.67880249,-18.76471901
Great Palm Island Reef (No 4),18-054d,146.69200134,-18.75086212
Great Palm Island Reef (No 5),18-054e,146.64472961,-18.74154854
Great Palm Island Reef (No 6),18-054f,146.59866333,-18.69507027
Great Palm Island Reef (No 7),18-054g,146.58349609,-18.68226433
Hayman Rock,18-055,146.69343567,-18.74051285
Paluma Rock,18-056,146.70701599,-18.75072098
Albino Rock,18-057,146.7190094,-18.76994324
Twenty Foot Rock,19-015,147.03462219,-19.19742012
Bray Reef,19-016,147.06283569,-19.24640274
Bare Islet,19-017,147.07310486,-19.2575531
Bald Reef,19-018,147.06291199,-19.27323532
Bowden Reef,19-019,147.92767334,-19.03274727
Morinda Shoal,19-020,147.6365509,-19.14126396
Tink Shoal,19-021,147.85797119,-19.36170387
Wilson Shoal,19-022,147.94281006,-19.35899925
Wansfell Reef,19-098,149.11933899,-19.50007629
Joist Reef,19-099,149.63226318,-19.46017265
White Topped Rock,19-100,147.75035095,-19.70955086
U/N Reef,19-101,147.75914001,-19.72694969
Camp Reef,19-102,147.89576721,-19.8535881
Holbourne Island Reef (No 1),19-103a,148.35734558,-19.72500038
U/N Reef,19-200,149.8289032,-19.91683769
U/N Reef,19-201,149.77935791,-19.94067192
U/N Reef,19-202,149.79165649,-19.92757034
U/N Reef,19-203,149.745224,-19.94345474
Round Reef,19-204,149.62385559,-19.96522522
Eclipse (Garoogubbee) Reef,18-058,146.55006409,-18.76878738
Esk (Soopun) Reef,18-059,146.52073669,-18.77420425
Dido Rock,18-060,146.51487732,-18.77838326
